Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed
Crewmate,Win,8,Yes,No,-,26m 40s,No,4
Crewmate,Win,8,Yes,No,-,18m 25s,Yes,0
Crewmate,Loss,8,Yes,Yes,-,15m 55s,No,0
Crewmate,Loss,4,No,Yes,-,09m 18s,No,1
Crewmate,Win,5,Yes,Yes,-,05m 03s,No,0
Imposter,Loss,-,-,-,0,09m 15s,No,
Crewmate,Win,3,No,Yes,-,03m 19s,No,0
Crewmate,Loss,6,No,Yes,-,06m 05s,No,0
Crewmate,Loss,0,No,No,-,05m 06s,No,0
Crewmate,Loss,0,No,No,-,00m 18s,No,0
Imposter,Win,-,-,-,2,07m 43s,No,
Crewmate,Win,5,No,No,-,04m 52s,No,0
Crewmate,Win,8,Yes,Yes,-,11m 19s,No,0
Crewmate,Loss,2,No,Yes,-,05m 00s,No,0
Crewmate,Loss,8,Yes,No,-,11m 19s,No,1
Crewmate,Win,2,No,Yes,-,05m 59s,No,1
Crewmate,Win,1,No,No,-,04m 28s,No,1
Crewmate,Loss,7,No,Yes,-,02m 57s,No,0
Imposter,Win,-,-,-,8,03m 14s,No,
Imposter,Win,-,-,-,2,08m 57s,No,
Imposter,Win,-,-,-,1,09m 06s,No,
Imposter,Loss,-,-,-,0,18m 20s,No,
Crewmate,Loss,4,No,Yes,-,04m 51s,No,0
Imposter,Win,-,-,-,2,05m 50s,No,
Imposter,Loss,-,-,-,2,05m 58s,Yes,
Crewmate,Loss,4,No,Yes,-,05m 51s,No,1
Crewmate,Win,8,Yes,No,-,14m 10s,No,0
Crewmate,Loss,7,No,Yes,-,09m 50s,No,3
Crewmate,Loss,9,Yes,Yes,-,11m 11s,No,0
Crewmate,Win,9,Yes,No,-,11m 09s,No,2
Crewmate,Win,8,No,No,-,11m 51s,No,1
Crewmate,Loss,6,No,Yes,-,07m 50s,No,1
Crewmate,Loss,7,Yes,Yes,-,12m 54s,No,2
Crewmate,Win,7,Yes,No,-,06m 39s,No,2
Crewmate,Loss,7,Yes,Yes,-,20m 20s,No,2
Crewmate,Loss,2,No,No,-,04m 30s,No,0
Crewmate,Loss,4,No,Yes,-,03m 48s,No,0
Crewmate,Win,1,No,No,-,13m 39s,No,2
Crewmate,Loss,8,Yes,Yes,-,12m 37s,No,0
Imposter,Win,-,-,-,2,03m 21s,No,
Crewmate,Win,1,No,No,-,03m 46s,No,0
Crewmate,Win,1,No,No,-,01m 47s,No,0
Crewmate,Loss,6,No,Yes,-,07m 10s,No,1
Crewmate,Win,7,No,No,-,19m 17s,No,0
Crewmate,Win,8,Yes,No,-,11m 21s,No,1
Crewmate,Loss,4,No,No,-,02m 28s,No,1
Imposter,Loss,-,-,-,3,13m 28s,No,
Crewmate,Loss,8,Yes,Yes,-,16m 28s,No,0
Crewmate,Loss,8,Yes,Yes,-,12m 29s,No,1
Crewmate,Loss,3,No,No,-,12m 07s,Yes,0
Crewmate,Win,4,No,No,-,17m 31s,Yes,0
Crewmate,Win,4,No,No,-,09m 40s,No,1
Crewmate,Loss,3,No,Yes,-,13m 33s,No,3
Imposter,Win,-,-,-,2,14m 34s,No,
Crewmate,Win,6,No,Yes,-,18m 00s,No,0
Crewmate,Win,8,Yes,Yes,-,11m 53s,No,0
Crewmate,Win,8,Yes,Yes,-,15m 44s,No,0
Imposter,Loss,-,-,-,1,06m 07s,Yes,
Crewmate,Win,4,No,No,-,12m 04s,No,0
Imposter,Loss,-,-,-,3,13m 11s,Yes,
Imposter,Win,-,-,-,3,13m 42s,No,
Crewmate,Loss,3,No,Yes,-,10m 26s,No,0
Crewmate,Loss,5,No,Yes,-,17m 41s,No,1
Crewmate,Loss,5,No,Yes,-,09m 18s,No,1
Crewmate,Win,1,No,No,-,04m 35s,No,0
Crewmate,Win,1,No,No,-,07m 20s,No,1
Crewmate,Loss,6,Yes,No,-,16m 52s,No,0
Imposter,Win,-,-,-,3,09m 46s,No,
Crewmate,Win,6,Yes,No,-,11m 26s,No,0
Crewmate,Win,6,Yes,No,-,08m 39s,No,0
Imposter,Loss,-,-,-,2,10m 11s,No,
Crewmate,Win,4,No,No,-,14m 21s,No,1
Crewmate,Loss,6,No,No,-,10m 45s,No,1
Imposter,Loss,-,-,-,1,16m 51s,No,
Crewmate,Loss,8,Yes,Yes,-,15m 38s,No,5
Crewmate,Loss,8,Yes,Yes,-,11m 22s,No,1
Imposter,Win,-,-,-,3,06m 00s,No,
Imposter,Loss,-,-,-,3,14m 02s,Yes,
Crewmate,Win,6,No,No,-,20m 08s,No,2
Crewmate,Loss,4,No,Yes,-,10m 32s,No,2
Imposter,Loss,-,-,-,1,06m 48s,Yes,
Imposter,Loss,-,-,-,1,06m 15s,Yes,
Imposter,Win,-,-,-,1,00m 19s,No,
Crewmate,Loss,3,No,No,-,03m 28s,No,2
Crewmate,Loss,1,No,No,-,03m 21s,No,1
Crewmate,Win,4,No,Yes,-,06m 53s,No,0
Crewmate,Win,8,Yes,No,-,17m 52s,No,1
Imposter,Loss,-,-,-,1,03m 04s,No,
Crewmate,Win,8,Yes,No,-,07m 35s,No,1
Crewmate,Win,6,No,Yes,-,10m 12s,No,1
Crewmate,Win,7,No,No,-,16m 59s,No,1
Crewmate,Win,9,Yes,Yes,-,15m 24s,No,1
Crewmate,Win,2,No,No,-,16m 14s,No,1
Imposter,Win,-,-,-,3,10m 17s,No,
Crewmate,Loss,9,Yes,Yes,-,11m 48s,No,0
Crewmate,Win,9,Yes,Yes,-,14m 47s,No,0
Crewmate,Loss,5,No,Yes,-,13m 12s,No,0
Crewmate,Win,6,No,No,-,13m 23s,No,1
Crewmate,Win,4,No,Yes,-,09m 57s,No,0
Crewmate,Win,4,No,Yes,-,13m 03s,No,1
Crewmate,Loss,3,No,Yes,-,10m 14s,No,0
Imposter,Loss,-,-,-,1,07m 27s,Yes,
Crewmate,Loss,7,Yes,No,-,09m 01s,No,0
Crewmate,Win,1,No,No,-,10m 28s,No,1
Imposter,Loss,-,-,-,2,07m 01s,Yes,
Crewmate,Loss,0,No,Yes,-,04m 06s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 42s,No,1
Crewmate,Loss,8,Yes,No,-,11m 50s,No,1
Crewmate,Loss,8,Yes,No,-,07m 53s,No,0
Crewmate,Loss,8,Yes,Yes,-,16m 00s,No,0
Imposter,Loss,-,-,-,1,13m 42s,Yes,
Crewmate,Loss,8,Yes,Yes,-,17m 11s,No,0
Crewmate,Loss,8,Yes,No,-,15m 52s,No,1
Crewmate,Loss,6,No,No,-,10m 15s,No,0
Crewmate,Loss,4,No,No,-,08m 39s,No,0
Crewmate,Loss,6,No,No,-,11m 05s,No,1
Crewmate,Loss,1,No,No,-,09m 24s,No,1
Crewmate,Loss,8,Yes,No,-,10m 45s,No,1
Crewmate,Loss,8,Yes,Yes,-,18m 56s,No,0
Crewmate,Loss,3,No,No,-,07m 37s,No,1
Crewmate,Win,7,Yes,No,-,08m 19s,No,1
Imposter,Loss,-,-,-,1,05m 02s,Yes,
Crewmate,Win,7,Yes,Yes,-,05m 46s,No,0
Crewmate,Loss,5,No,No,-,14m 01s,No,2
Crewmate,Win,6,No,Yes,-,06m 36s,No,0
Imposter,Loss,-,-,-,2,07m 56s,Yes,
Imposter,Win,-,-,-,4,10m 18s,No,
Crewmate,Win,6,No,No,-,14m 56s,No,0
Crewmate,Win,1,No,No,-,03m 34s,No,0
Imposter,Loss,-,-,-,0,09m 32s,Yes,
Crewmate,Win,4,No,No,-,01m 42s,No,0
Crewmate,Win,4,No,No,-,01m 54s,No,0
Crewmate,Win,4,No,No,-,01m 37s,No,0
Crewmate,Loss,4,No,Yes,-,02m 41s,No,0
Crewmate,Win,4,No,No,-,02m 14s,No,1
Crewmate,Win,4,No,Yes,-,01m 55s,No,0
Crewmate,Win,4,No,Yes,-,02m 07s,No,0
Crewmate,Loss,4,No,Yes,-,02m 31s,No,0
Crewmate,Loss,4,No,Yes,-,02m 33s,No,0
Crewmate,Win,4,No,No,-,01m 41s,No,0
Crewmate,Win,4,No,No,-,02m 14s,No,0
Crewmate,Loss,0,No,Yes,-,02m 56s,No,0
Crewmate,Loss,1,No,Yes,-,03m 49s,No,0
Crewmate,Loss,5,Yes,No,-,05m 26s,Yes,0
Crewmate,Win,3,No,No,-,05m 43s,No,2
Crewmate,Win,3,No,Yes,-,07m 14s,No,0
Crewmate,Loss,3,No,Yes,-,05m 28s,No,1
Imposter,Loss,-,-,-,2,05m 45s,Yes,
Crewmate,Win,5,Yes,Yes,-,10m 08s,No,0
Crewmate,Win,5,Yes,Yes,-,10m 24s,No,2
Crewmate,Loss,0,No,No,-,04m 14s,Yes,0
Crewmate,Loss,2,No,Yes,-,01m 10s,No,0
Crewmate,Win,2,No,No,-,05m 47s,No,0
Crewmate,Win,2,No,No,-,03m 21s,No,0
Crewmate,Loss,6,No,No,-,10m 38s,No,0
Crewmate,Loss,7,No,No,-,19m 14s,No,1
Crewmate,Loss,5,No,Yes,-,14m 44s,No,0
Crewmate,Win,7,Yes,Yes,-,11m 34s,No,1
Crewmate,Loss,3,No,Yes,-,10m 09s,No,0
Crewmate,Loss,1,No,No,-,04m 37s,Yes,0
Crewmate,Loss,4,No,No,-,06m 14s,No,0
Crewmate,Win,1,No,No,-,01m 26s,No,0
Crewmate,Win,2,No,No,-,02m 01s,No,1
Crewmate,Win,2,No,No,-,07m 45s,No,0
Imposter,Loss,-,-,-,3,08m 49s,Yes,
Crewmate,Win,2,No,No,-,02m 41s,No,0
Imposter,Loss,-,-,-,3,09m 16s,Yes,
Crewmate,Win,0,No,No,-,03m 59s,No,2
Crewmate,Loss,4,No,Yes,-,06m 56s,No,0
Imposter,Loss,-,-,-,3,06m 45s,No,
Imposter,Win,-,-,-,3,09m 40s,No,
Imposter,Win,-,-,-,4,09m 22s,No,
Crewmate,Win,7,Yes,No,-,10m 37s,No,0
Crewmate,Win,7,Yes,Yes,-,14m 16s,No,1
Imposter,Loss,-,-,-,1,07m 16s,No,
Imposter,Loss,-,-,-,2,09m 04s,No,
Crewmate,Win,0,No,No,-,01m 06s,No,0
Imposter,Loss,-,-,-,3,06m 45s,Yes,
Crewmate,Win,2,No,No,-,01m 37s,No,0
Crewmate,Loss,7,Yes,Yes,-,10m 22s,No,0
Imposter,Loss,-,-,-,2,08m 25s,No,
Crewmate,Win,4,No,No,-,06m 58s,No,1
Crewmate,Loss,4,No,Yes,-,08m 21s,No,0
Crewmate,Loss,3,No,No,-,07m 49s,No,1
Imposter,Win,-,-,-,2,07m 32s,No,
Imposter,Win,-,-,-,4,12m 24s,No,
Crewmate,Win,7,Yes,No,-,20m 44s,No,0
Imposter,Loss,-,-,-,2,18m 32s,No,
Crewmate,Loss,7,Yes,Yes,-,14m 00s,No,0
Crewmate,Win,7,Yes,Yes,-,16m 21s,No,1
Crewmate,Win,4,No,No,-,12m 59s,No,2
Crewmate,Win,1,No,No,-,01m 24s,No,0
Crewmate,Loss,6,Yes,Yes,-,12m 10s,No,0
Imposter,Loss,-,-,-,4,08m 46s,Yes,
Imposter,Loss,-,-,-,3,10m 11s,Yes,
Crewmate,Loss,1,No,No,-,03m 27s,No,0
Crewmate,Loss,5,Yes,No,-,06m 17s,No,1
Crewmate,Loss,4,No,No,-,10m 02s,No,1
Crewmate,Loss,4,No,Yes,-,07m 57s,No,1
Crewmate,Loss,4,No,Yes,-,04m 43s,No,0
Crewmate,Loss,2,No,Yes,-,03m 58s,No,0
Crewmate,Loss,5,No,No,-,08m 58s,No,1
Crewmate,Loss,7,Yes,Yes,-,12m 40s,No,0
Crewmate,Win,7,Yes,No,-,12m 24s,No,3
Crewmate,Win,4,No,No,-,04m 09s,No,0
Crewmate,Win,7,Yes,Yes,-,14m 06s,No,0
Crewmate,Loss,8,Yes,No,-,10m 11s,No,0
Crewmate,Loss,5,No,Yes,-,07m 17s,No,0
Imposter,Win,-,-,-,2,07m 35s,No,
Crewmate,Loss,5,No,No,-,10m 17s,No,0
Crewmate,Loss,8,Yes,No,-,13m 30s,No,0
Crewmate,Loss,5,No,No,-,10m 34s,No,0
Crewmate,Loss,4,No,No,-,07m 49s,No,1
Crewmate,Win,8,Yes,No,-,11m 21s,No,2
Crewmate,Win,8,Yes,Yes,-,16m 33s,No,1
Crewmate,Win,4,No,No,-,10m 44s,No,1
Crewmate,Loss,7,Yes,Yes,-,13m 11s,No,0
Imposter,Win,-,-,-,4,17m 00s,No,
Crewmate,Win,3,No,No,-,07m 06s,No,0
Imposter,Loss,-,-,-,3,06m 40s,Yes,
Crewmate,Win,4,No,Yes,-,11m 13s,No,0
Crewmate,Win,1,No,Yes,-,02m 03s,No,0
Crewmate,Loss,3,No,No,-,11m 43s,No,4
Crewmate,Win,6,No,Yes,-,13m 00s,No,0
Crewmate,Win,2,No,No,-,00m 57s,No,0
Crewmate,Loss,4,No,No,-,12m 47s,Yes,0
Crewmate,Loss,8,Yes,Yes,-,17m 59s,No,0
Crewmate,Loss,3,No,No,-,09m 23s,Yes,2
Crewmate,Loss,4,No,No,-,02m 11s,No,1
Imposter,Win,-,-,-,5,02m 22s,No,
Crewmate,Win,7,Yes,Yes,-,17m 26s,No,0
Crewmate,Win,6,No,No,-,09m 24s,No,2
Crewmate,Loss,7,Yes,No,-,15m 35s,No,0
Imposter,Loss,-,-,-,2,23m 02s,No,
Crewmate,Win,7,Yes,No,-,13m 06s,No,1
Crewmate,Win,2,No,Yes,-,20m 04s,No,0
Imposter,Win,-,-,-,2,17m 25s,No,
Crewmate,Loss,3,No,No,-,05m 07s,No,0
Crewmate,Win,7,Yes,No,-,22m 07s,No,2
Crewmate,Win,8,Yes,No,-,12m 54s,No,2
Crewmate,Win,6,No,Yes,-,09m 48s,No,0
Crewmate,Win,8,Yes,No,-,09m 12s,No,1
Crewmate,Loss,4,No,Yes,-,06m 13s,No,0
Crewmate,Loss,2,No,Yes,-,07m 56s,No,1
Crewmate,Loss,3,No,Yes,-,06m 07s,No,0
Crewmate,Win,4,No,No,-,09m 26s,No,1
Crewmate,Win,4,No,No,-,03m 48s,No,1
Crewmate,Loss,6,No,Yes,-,09m 10s,No,0
Crewmate,Win,8,Yes,Yes,-,15m 23s,No,0
Crewmate,Loss,1,No,Yes,-,18m 04s,No,0
Crewmate,Win,1,No,Yes,-,18m 25s,No,0
Crewmate,Win,7,No,Yes,-,11m 50s,No,0
Imposter,Win,-,-,-,2,17m 03s,No,
Crewmate,Loss,0,No,No,-,03m 51s,No,0
Crewmate,Loss,0,No,Yes,-,05m 37s,No,0
Crewmate,Loss,0,No,Yes,-,07m 09s,No,0
Crewmate,Loss,3,No,Yes,-,16m 22s,No,0
Crewmate,Loss,3,No,Yes,-,08m 39s,No,0
Crewmate,Win,8,Yes,Yes,-,16m 12s,No,1
Crewmate,Loss,8,Yes,No,-,13m 03s,No,0
Crewmate,Loss,8,Yes,Yes,-,21m 47s,No,0
Imposter,Win,-,-,-,1,24m 23s,No,
Crewmate,Loss,3,No,No,-,08m 39s,No,1
Crewmate,Win,7,No,No,-,09m 57s,No,1
Crewmate,Loss,8,Yes,Yes,-,13m 56s,No,0
Crewmate,Win,6,Yes,No,-,12m 29s,No,1
Crewmate,Loss,2,No,Yes,-,07m 52s,No,0
Crewmate,Win,0,No,No,-,05m 24s,No,0
Crewmate,Win,0,No,No,-,02m 22s,No,0
Crewmate,Loss,0,No,No,-,05m 48s,No,1
Crewmate,Win,1,No,No,-,05m 57s,No,0
Crewmate,Win,3,No,Yes,-,19m 34s,No,0
Crewmate,Loss,7,Yes,Yes,-,13m 15s,No,0
Crewmate,Win,5,No,No,-,13m 16s,No,0
Crewmate,Win,3,No,Yes,-,11m 00s,No,0
Crewmate,Win,7,Yes,No,-,18m 01s,No,1
Imposter,Win,-,-,-,4,14m 25s,Yes,
Imposter,Loss,-,-,-,2,16m 53s,No,
Crewmate,Win,7,Yes,Yes,-,19m 25s,No,0
Crewmate,Win,4,No,No,-,08m 42s,No,0
Imposter,Win,-,-,-,4,01m 06s,No,
Crewmate,Win,3,No,No,-,08m 27s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 54s,No,0
Imposter,Loss,-,-,-,2,12m 22s,No,
Crewmate,Loss,2,No,No,-,04m 54s,No,0
Imposter,Loss,-,-,-,1,05m 07s,No,
Crewmate,Win,7,Yes,No,-,09m 09s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 07s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 12s,No,0
Imposter,Win,-,-,-,4,09m 18s,No,
Crewmate,Loss,7,Yes,Yes,-,14m 18s,No,0
Crewmate,Loss,3,No,Yes,-,08m 20s,No,0
Crewmate,Loss,7,No,Yes,-,05m 49s,No,0
Crewmate,Win,8,Yes,No,-,16m 56s,No,0
Crewmate,Loss,2,No,Yes,-,09m 11s,No,0
Crewmate,Loss,8,Yes,Yes,-,15m 07s,No,0
Crewmate,Loss,8,Yes,No,-,17m 37s,No,0
Crewmate,Win,8,Yes,No,-,18m 21s,No,0
Crewmate,Win,8,Yes,No,-,11m 36s,No,1
Crewmate,Loss,6,No,Yes,-,16m 46s,No,0
Crewmate,Loss,1,No,Yes,-,08m 19s,No,0
Imposter,Win,-,-,-,1,09m 57s,No,
Crewmate,Loss,8,Yes,Yes,-,13m 49s,No,0
Crewmate,Win,2,No,No,-,07m 38s,No,0
Crewmate,Win,5,No,Yes,-,10m 13s,No,0
Crewmate,Loss,8,Yes,Yes,-,14m 29s,No,0
Crewmate,Win,2,No,No,-,01m 13s,No,0
Crewmate,Win,1,No,No,-,01m 31s,No,0
Crewmate,Loss,8,Yes,Yes,-,11m 33s,No,0
Crewmate,Loss,4,No,No,-,07m 10s,No,0
Crewmate,Loss,8,Yes,Yes,-,20m 19s,No,1
Crewmate,Loss,3,No,Yes,-,10m 20s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 03s,No,0
Crewmate,Win,6,No,Yes,-,14m 01s,No,0
Crewmate,Loss,8,Yes,Yes,-,16m 18s,No,0
Crewmate,Win,6,No,No,-,12m 58s,No,0
Crewmate,Win,4,No,No,-,14m 59s,No,0
Crewmate,Win,8,Yes,No,-,11m 27s,No,0
Crewmate,Loss,8,Yes,Yes,-,21m 55s,No,0
Crewmate,Loss,8,Yes,No,-,12m 42s,No,0
Crewmate,Loss,7,No,Yes,-,07m 07s,No,0
Crewmate,Win,8,Yes,Yes,-,13m 24s,No,0
Crewmate,Loss,8,Yes,No,-,07m 46s,No,1
Crewmate,Loss,8,Yes,Yes,-,10m 59s,No,0
Crewmate,Win,7,No,Yes,-,13m 10s,No,0
Imposter,Win,-,-,-,2,16m 32s,No,
Crewmate,Win,1,No,Yes,-,05m 13s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 10s,No,0
Crewmate,Win,8,Yes,No,-,19m 05s,No,0
Imposter,Loss,-,-,-,1,20m 36s,No,
Crewmate,Win,5,No,No,-,16m 11s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 42s,No,0
Crewmate,Win,3,No,Yes,-,10m 32s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 46s,No,0
Crewmate,Loss,3,No,Yes,-,05m 28s,No,0
Crewmate,Win,7,Yes,No,-,14m 13s,No,0
Imposter,Win,-,-,-,4,12m 38s,No,
Crewmate,Win,7,Yes,No,-,12m 07s,No,0
Crewmate,Win,5,No,No,-,08m 37s,No,0
Imposter,Win,-,-,-,6,15m 48s,No,
Crewmate,Win,8,Yes,Yes,-,16m 21s,No,0
Crewmate,Win,5,No,Yes,-,06m 28s,No,0
Crewmate,Win,8,Yes,No,-,18m 02s,No,1
Imposter,Loss,-,-,-,4,16m 53s,No,
Crewmate,Loss,8,Yes,Yes,-,23m 32s,No,0
Crewmate,Loss,8,Yes,Yes,-,14m 42s,No,0
Crewmate,Loss,6,No,No,-,15m 39s,No,0
Crewmate,Win,7,Yes,Yes,-,15m 48s,No,0
Crewmate,Win,7,Yes,Yes,-,18m 02s,No,0
Imposter,Loss,-,-,-,1,17m 18s,Yes,
Crewmate,Win,4,No,No,-,13m 26s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 58s,No,0
Crewmate,Win,6,No,No,-,07m 53s,No,0
Crewmate,Win,7,Yes,Yes,-,16m 32s,No,0
Crewmate,Win,7,Yes,Yes,-,17m 03s,No,0
Crewmate,Win,6,No,No,-,05m 06s,No,0
Crewmate,Win,2,No,No,-,06m 39s,No,0
Crewmate,Win,8,Yes,No,-,10m 15s,No,0
Imposter,Win,-,-,-,3,14m 29s,No,
Crewmate,Win,8,Yes,No,-,09m 49s,No,0
Crewmate,Win,3,No,No,-,10m 41s,No,0
Crewmate,Win,4,No,No,-,09m 45s,No,0
Crewmate,Win,8,Yes,No,-,21m 39s,No,1
Crewmate,Win,8,Yes,Yes,-,14m 17s,No,0
Crewmate,Loss,0,No,Yes,-,11m 35s,No,0
Crewmate,Win,5,No,No,-,09m 01s,No,0
Crewmate,Loss,5,No,Yes,-,11m 26s,No,0
Crewmate,Win,7,Yes,Yes,-,18m 54s,No,0
Crewmate,Win,6,No,Yes,-,12m 22s,No,0
Crewmate,Loss,4,No,No,-,11m 18s,No,0
Crewmate,Win,5,No,Yes,-,14m 08s,No,0
Crewmate,Win,4,No,No,-,08m 12s,No,0
Crewmate,Loss,7,Yes,Yes,-,11m 03s,No,0
Crewmate,Win,2,No,No,-,05m 35s,No,0
Crewmate,Loss,7,Yes,No,-,13m 46s,No,0
Crewmate,Win,6,No,No,-,15m 04s,No,0
Imposter,Loss,-,-,-,1,06m 12s,No,
Crewmate,Win,2,No,Yes,-,08m 03s,No,0
Crewmate,Loss,5,No,No,-,05m 07s,No,0
Crewmate,Win,8,Yes,No,-,10m 39s,No,0
Imposter,Loss,-,-,-,5,20m 15s,No,
Crewmate,Loss,7,Yes,No,-,14m 56s,No,0
Crewmate,Win,3,No,No,-,06m 48s,No,0
Imposter,Win,-,-,-,1,09m 51s,No,
Crewmate,Win,6,Yes,No,-,12m 29s,No,1
Crewmate,Loss,2,No,Yes,-,07m 52s,No,0
Crewmate,Win,0,No,No,-,05m 24s,No,0
Crewmate,Win,0,No,No,-,02m 22s,No,0
Crewmate,Loss,0,No,No,-,05m 48s,No,1
Crewmate,Win,1,No,No,-,05m 57s,No,0
Crewmate,Win,3,No,Yes,-,19m 34s,No,0
Crewmate,Loss,7,Yes,Yes,-,13m 15s,No,0
Crewmate,Win,5,No,No,-,13m 16s,No,0
Crewmate,Win,3,No,Yes,-,11m 00s,No,0
Crewmate,Win,7,Yes,No,-,18m 01s,No,1
Imposter,Win,-,-,-,4,14m 25s,Yes,
Imposter,Loss,-,-,-,2,16m 53s,No,
Crewmate,Win,7,Yes,Yes,-,19m 25s,No,0
Crewmate,Win,4,No,No,-,08m 42s,No,0
Imposter,Win,-,-,-,4,01m 06s,No,
Crewmate,Win,3,No,No,-,08m 27s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 54s,No,0
Imposter,Loss,-,-,-,2,12m 22s,No,
Crewmate,Loss,2,No,No,-,04m 54s,No,0
Imposter,Loss,-,-,-,1,05m 07s,No,
Crewmate,Win,7,Yes,No,-,09m 09s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 07s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 12s,No,0
Imposter,Win,-,-,-,4,09m 18s,No,
Crewmate,Loss,7,Yes,Yes,-,14m 18s,No,0
Crewmate,Loss,3,No,Yes,-,08m 20s,No,0
Crewmate,Loss,7,No,Yes,-,05m 49s,No,0
Crewmate,Win,8,Yes,No,-,16m 56s,No,0
Crewmate,Loss,2,No,Yes,-,09m 11s,No,0
Crewmate,Loss,8,Yes,Yes,-,15m 07s,No,0
Crewmate,Loss,8,Yes,No,-,17m 37s,No,0
Crewmate,Win,8,Yes,No,-,18m 21s,No,0
Crewmate,Win,8,Yes,No,-,11m 36s,No,1
Crewmate,Loss,6,No,Yes,-,16m 46s,No,0
Crewmate,Loss,1,No,Yes,-,08m 19s,No,0
Imposter,Win,-,-,-,1,09m 57s,No,
Crewmate,Loss,8,Yes,Yes,-,13m 49s,No,0
Crewmate,Win,2,No,No,-,07m 38s,No,0
Crewmate,Win,5,No,Yes,-,10m 13s,No,0
Crewmate,Loss,8,Yes,Yes,-,14m 29s,No,0
Crewmate,Win,2,No,No,-,01m 13s,No,0
Crewmate,Win,1,No,No,-,01m 31s,No,0
Crewmate,Loss,8,Yes,Yes,-,11m 33s,No,0
Crewmate,Loss,4,No,No,-,07m 10s,No,0
Crewmate,Loss,8,Yes,Yes,-,20m 19s,No,1
Crewmate,Loss,3,No,Yes,-,10m 20s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 03s,No,0
Crewmate,Win,6,No,Yes,-,14m 01s,No,0
Crewmate,Loss,8,Yes,Yes,-,16m 18s,No,0
Crewmate,Win,6,No,No,-,12m 58s,No,0
Crewmate,Win,4,No,No,-,14m 59s,No,0
Crewmate,Win,8,Yes,No,-,11m 27s,No,0
Crewmate,Loss,8,Yes,Yes,-,21m 55s,No,0
Crewmate,Loss,8,Yes,No,-,12m 42s,No,0
Crewmate,Loss,7,No,Yes,-,07m 07s,No,0
Crewmate,Win,8,Yes,Yes,-,13m 24s,No,0
Crewmate,Loss,8,Yes,No,-,07m 46s,No,1
Crewmate,Loss,8,Yes,Yes,-,10m 59s,No,0
Crewmate,Win,7,No,Yes,-,13m 10s,No,0
Imposter,Win,-,-,-,2,16m 32s,No,
Crewmate,Win,1,No,Yes,-,05m 13s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 10s,No,0
Crewmate,Win,8,Yes,No,-,19m 05s,No,0
Imposter,Loss,-,-,-,1,20m 36s,No,
Crewmate,Win,5,No,No,-,16m 11s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 42s,No,0
Crewmate,Win,3,No,Yes,-,10m 32s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 46s,No,0
Crewmate,Loss,3,No,Yes,-,05m 28s,No,0
Crewmate,Win,7,Yes,No,-,14m 13s,No,0
Imposter,Win,-,-,-,4,12m 38s,No,
Crewmate,Win,7,Yes,No,-,12m 07s,No,0
Crewmate,Win,5,No,No,-,08m 37s,No,0
Imposter,Win,-,-,-,6,15m 48s,No,
Crewmate,Win,8,Yes,Yes,-,16m 21s,No,0
Crewmate,Win,5,No,Yes,-,06m 28s,No,0
Crewmate,Win,8,Yes,No,-,18m 02s,No,1
Imposter,Loss,-,-,-,4,16m 53s,No,
Crewmate,Loss,8,Yes,Yes,-,23m 32s,No,0
Crewmate,Loss,8,Yes,Yes,-,14m 42s,No,0
Imposter,Loss,-,-,-,2,08m 19s,No,
Crewmate,Win,3,No,No,-,05m 46s,No,0
Crewmate,Win,3,No,No,-,04m 32s,No,0
Crewmate,Win,6,No,No,-,17m 02s,No,0
Crewmate,Win,4,No,Yes,-,05m 51s,No,0
Crewmate,Loss,4,No,Yes,-,03m 21s,No,0
Crewmate,Loss,1,No,No,-,04m 57s,No,0
Imposter,Win,-,-,-,3,05m 00s,No,
Crewmate,Win,7,Yes,No,-,13m 54s,No,0
Imposter,Win,-,-,-,3,09m 23s,No,
Crewmate,Win,7,Yes,Yes,-,21m 49s,No,1
Crewmate,Win,7,Yes,Yes,-,12m 26s,No,0
Crewmate,Win,7,Yes,No,-,14m 43s,No,0
Imposter,Loss,-,-,-,1,15m 19s,Yes,
Crewmate,Win,2,No,No,-,05m 47s,No,0
Crewmate,Win,6,Yes,No,-,08m 14s,No,0
Crewmate,Loss,8,Yes,Yes,-,23m 07s,No,2
Crewmate,Loss,8,Yes,Yes,-,15m 36s,No,0
Crewmate,Loss,7,No,No,-,16m 27s,No,0
Crewmate,Win,2,No,No,-,05m 08s,No,0
